Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats Note: Freedom is without Daisuke's notes,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Totaal,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Preston Digitator,Digitat.,DF,Male,Medium,Fire,78,56,17,15,16,15,16,24,15,130,Lv.99,103,Lv.99,51,Lv.89,49,Lv.89,50,Lv.59,51,Lv.59,50,Lv.89,63,Lv.89,49,Lv.99,66,363,429,Magic,Lv.1,Rolling Slide,Lv.35,Triple Boost,Lv.44,Bubble Gum,Lv.26,0xE7A
Roman Fawkes,Fawkes,GK,Male,Medium,Air,77,61,16,16,16,12,16,24,16,129,Lv.59,93,Lv.89,53,Lv.59,52,Lv.69,51,Lv.89,59,Lv.69,48,Lv.69,64,Lv.99,51,Lv.69,52,378,430,Fireball Knuckle,Lv.10,Quick Draw,Lv.15,Zigzag Spark,Lv.33,Photon Crash,Lv.46,0xE7B
Morty Portland,Portland,MF,Male,Small,Earth,60,56,14,24,12,13,13,14,14,118,Lv.59,93,Lv.69,49,Lv.69,63,Lv.69,51,Lv.99,51,Lv.99,51,Lv.89,51,Lv.59,49,Lv.99,45,365,410,Defence Scan,Lv.19,Iron Wall,Lv.32,Desert Blast,Lv.29,Colosseum Guard,Lv.46,0xE7C
Fabrice Pesci,Pesci,DF,Male,Medium,Earth,76,63,16,16,14,17,13,24,17,121,Lv.89,94,Lv.89,48,Lv.59,53,Lv.59,60,Lv.59,51,Lv.99,59,Lv.59,63,Lv.59,50,Lv.59,48,384,432,Spinning Cut,Lv.14,Flurry Dash,Lv.9,Megalodon,Lv.30,Monkey Turn,Lv.8,0xE7D
Boo Spector,Spector,DF,Male,Medium,Earth,76,64,15,16,16,14,14,25,15,121,Lv.89,88,Lv.99,53,Lv.59,48,Lv.89,51,Lv.59,62,Lv.59,58,Lv.69,65,Lv.69,51,Lv.99,47,388,435,Horn Train,Lv.16,Poison Fog,Lv.15,Defence Plus,Lv.47,Barbarian Shield,Lv.49,0xE7E
Cole Tivator,Tivator,DF,Male,Small,Wood,79,55,14,12,14,13,16,25,12,129,Lv.89,93,Lv.59,51,Lv.99,51,Lv.99,48,Lv.59,53,Lv.59,55,Lv.59,64,Lv.99,51,Lv.59,59,373,432,Coil Turn,Lv.34,Fake Bomber,Lv.41,Desert Blast,Lv.31,Dash Accelerator,Lv.12,0xE7F
Blagun White,White,MF,Male,Large,Earth,77,58,17,12,12,14,12,24,13,129,Lv.69,93,Lv.89,56,Lv.59,48,Lv.59,50,Lv.69,48,Lv.69,51,Lv.99,64,Lv.69,51,Lv.59,67,368,435,Illusion Ball,Lv.29,Poison Fog,Lv.24,Gladius Arch,Lv.48,Shadow Stitch,Lv.37,0xE80
Jeanie Tanner,Tajine,MF,Female,Medium,Earth,60,74,21,22,21,22,22,23,23,75,Lv.89,136,Lv.59,42,Lv.59,39,Lv.69,41,Lv.69,42,Lv.89,39,Lv.99,42,Lv.89,39,Lv.59,135,284,419,Liar Shot,Lv.31,Rodeo Clown,Lv.22,Flame Breath,Lv.19,Ghost Pull,Lv.50,0xE81
Monty Tasker,Tasker,DF,Male,Medium,Fire,77,59,12,12,12,16,12,26,12,121,Lv.89,90,Lv.59,51,Lv.59,48,Lv.99,51,Lv.59,54,Lv.69,49,Lv.89,65,Lv.99,48,Lv.99,68,366,434,Steeple Shot,Lv.38,Black Magic,Lv.15,Whirlwind Force,Lv.43,Dash Accelerator,Lv.27,0xE82
Artie Xan,Xan,MF,Male,Medium,Earth,79,56,13,12,16,12,13,25,13,121,Lv.89,87,Lv.99,48,Lv.89,51,Lv.69,54,Lv.59,50,Lv.99,51,Lv.89,67,Lv.59,50,Lv.59,67,371,438,Poison Fog,Lv.23,Run Ball Run,Lv.25,Big Fan,Lv.27,Ghost Pull,Lv.20,0xE83
Genghis Cohen,Genghis,MF,Male,Medium,Wood,62,62,17,16,15,15,13,16,12,122,Lv.59,98,Lv.89,56,Lv.69,56,Lv.59,57,Lv.69,53,Lv.99,66,Lv.89,57,Lv.69,64,Lv.59,11,409,420,Afterimage,Lv.24,Heat Tackle,Lv.55,Pegasus Shot,Lv.47,Cyclone,Lv.28,0xE84
Adam Venturus,Venturus,FW,Male,Medium,Fire,79,57,15,17,15,15,17,25,13,121,Lv.59,109,Lv.59,51,Lv.89,48,Lv.69,51,Lv.59,52,Lv.59,49,Lv.59,63,Lv.99,60,Lv.59,54,374,428,Clone Shot,Lv.41,Kangaroo Kick,Lv.28,Tarzan Kick,Lv.10,Ghost Pull,Lv.35,0xE85
Zahida Zahid,Afif,FW,Female,Medium,Fire,60,56,18,19,20,19,23,20,20,124,Lv.69,129,Lv.89,56,Lv.59,55,Lv.69,54,Lv.89,56,Lv.99,60,Lv.59,53,Lv.89,54,Lv.59,11,388,399,Invisible Fake,Lv.25,Dash Accelerator,Lv.36,Cosmic Blast,Lv.45,Abaddon Drop,Lv.41,0xE86
Zowie Trope,Trope,MF,Male,Medium,Air,80,64,15,16,16,16,17,26,12,130,Lv.89,92,Lv.59,50,Lv.89,53,Lv.59,50,Lv.69,51,Lv.89,51,Lv.59,65,Lv.59,53,Lv.99,61,373,434,Afterimage,Lv.10,Deceptor Dribble,Lv.45,Ghost Pull,Lv.17,Shadow Stitch,Lv.40,0xE87
Roland Lex,Lex,FW,Male,Medium,Air,67,65,22,18,19,13,20,13,19,100,Lv.69,110,Lv.59,60,Lv.99,61,Lv.89,57,Lv.89,48,Lv.59,54,Lv.59,44,Lv.59,54,Lv.59,44,378,422,Phantom Shot,Lv.23,Mole Fake,Lv.47,Wyvern Crash,Lv.43,Temporal Wall,Lv.60,0xE88
Holly Marx,Marx,GK,Female,Medium,Air,66,69,14,18,19,19,18,20,18,94,Lv.59,131,Lv.59,60,Lv.59,51,Lv.89,48,Lv.69,51,Lv.89,51,Lv.59,51,Lv.99,52,Lv.59,40,364,404,Power Shield,Lv.17,Snow Angel,Lv.36,Safety First,Lv.42,Dual Smash,Lv.70,0xE89
Springer Boreham,Boreham,FW,Male,Medium,Air,64,63,17,16,17,19,19,15,16,120,Lv.59,93,Lv.99,52,Lv.99,53,Lv.99,50,Lv.99,56,Lv.59,58,Lv.89,45,Lv.69,50,Lv.99,57,364,421,Land Dragon,Lv.48,Mole Fake,Lv.12,Mole Shuffle,Lv.22,Flame Dance,Lv.44,0xE8A
Kandhul Lai,Lai,FW,Male,Small,Wood,61,66,18,17,16,15,15,15,17,106,Lv.99,118,Lv.89,59,Lv.89,49,Lv.69,51,Lv.99,52,Lv.59,51,Lv.59,49,Lv.69,48,Lv.59,66,359,425,Death Zone,Lv.43,Comet Shot,Lv.24,Snake Shot,Lv.20,Killer Slide,Lv.50,0xE8B
Kit Fischer,Fischer,DF,Male,Small,Wood,58,56,12,12,12,12,15,14,14,126,Lv.99,103,Lv.59,60,Lv.69,60,Lv.59,60,Lv.59,61,Lv.99,67,Lv.89,60,Lv.99,60,Lv.89,11,428,439,Stone Prison,Lv.21,Dash Accelerator,Lv.45,Frozen Steal,Lv.58,Reflect Buster,Lv.35,0xE8C
Becks Binder,Binder,FW,Female,Medium,Wood,59,62,13,14,14,13,14,12,13,119,Lv.89,121,Lv.59,60,Lv.69,60,Lv.69,58,Lv.99,60,Lv.89,60,Lv.59,62,Lv.59,60,Lv.69,11,420,431,Asteroid Belt,Lv.30,Southern Cross,Lv.62,Poison Fog,Lv.10,Recovery,Lv.1,0xE8D
Ralph Chasing,Chasing,FW,Male,Small,Earth,58,59,14,12,12,12,14,12,13,89,Lv.69,130,Lv.59,58,Lv.89,60,Lv.59,58,Lv.69,62,Lv.99,58,Lv.99,60,Lv.99,60,Lv.89,11,416,427,Phantom Shot,Lv.35,Paladin Strike,Lv.36,Dark Phoenix,Lv.57,Jinx,Lv.1,0xE8E
Phil Debonair,Debonair,MF,Male,Medium,Air,64,60,15,17,15,16,18,17,15,135,Lv.89,94,Lv.59,50,Lv.69,56,Lv.69,48,Lv.89,54,Lv.59,63,Lv.99,53,Lv.59,50,Lv.69,39,374,413,Breakthrough,Lv.30,Dash Accelerator,Lv.8,Megalodon,Lv.51,Killer Blade,Lv.31,0xE8F
Si Sosman,Sosman,GK,Male,Medium,Fire,70,56,18,12,18,34,20,18,13,135,Lv.59,90,Lv.59,48,Lv.99,48,Lv.59,48,Lv.59,84,Lv.59,48,Lv.99,53,Lv.69,66,Lv.89,20,395,415,Keeper Plus,Lv.1,Wood Chopper,Lv.9,Table-Turner,Lv.25,Fist of Justice,Lv.54,0xE90
Aaron Gossamer,Dainty,GK,Male,Medium,Air,67,61,12,13,19,13,23,23,23,125,Lv.59,105,Lv.59,61,Lv.99,62,Lv.69,58,Lv.59,62,Lv.99,59,Lv.99,58,Lv.69,60,Lv.89,14,420,434,Bed Of Roses,Lv.1,Aurora Dribble,Lv.32,Photon Crash,Lv.15,Flash Upper,Lv.38,0xE91
Pomponius Fanfair,Fanfair,MF,Male,Medium,Wood,59,59,20,20,19,20,18,18,20,115,Lv.99,101,Lv.89,55,Lv.89,60,Lv.89,57,Lv.99,53,Lv.59,59,Lv.69,54,Lv.59,53,Lv.69,49,391,440,Dark Whirlwind,Lv.45,Armadillo Circus,Lv.41,Run Ball Run,Lv.6,Air Ride,Lv.45,0xE92
Fanella Waftgood,Waftgood,MF,Female,Medium,Wood,80,87,13,13,14,32,12,13,20,140,Lv.59,144,Lv.59,41,Lv.99,65,Lv.69,39,Lv.59,62,Lv.59,32,Lv.59,39,Lv.89,66,Lv.59,36,344,380,Move It!,Lv.1,Dual Pass,Lv.9,Triangle Z,Lv.33,Asteroid Belt,Lv.45,0xE93
Irina Swift,Irina,FW,Female,Medium,Wood,71,73,22,22,21,22,23,21,21,102,Lv.89,127,Lv.59,57,Lv.89,53,Lv.89,53,Lv.99,57,Lv.99,55,Lv.59,42,Lv.89,56,Lv.59,45,373,418,Heel Kick,Lv.9,Divine Stamp,Lv.38,Double Touch,Lv.12,Put Your Back Into It!,Lv.51,0xE94
Rick Shaw,Rickshaw,DF,Male,Medium,Earth,59,63,16,16,15,15,24,19,19,135,Lv.69,97,Lv.59,55,Lv.59,56,Lv.99,55,Lv.69,54,Lv.59,56,Lv.59,39,Lv.59,55,Lv.59,55,370,425,Blade Attack,Lv.15,Triple Dash,Lv.47,Whirlwind Twister,Lv.14,Acrobat Bomber,Lv.17,0xE95
Montaine Skalin,Skalin,FW,Male,Medium,Earth,68,56,16,17,16,13,17,17,16,125,Lv.89,99,Lv.69,65,Lv.99,60,Lv.99,57,Lv.99,42,Lv.99,61,Lv.59,55,Lv.69,62,Lv.89,11,402,413,Dragon Cannon,Lv.39,Body Shield,Lv.57,Fire Tornado,Lv.26,Moonsault,Lv.41,0xE96
Meowlinda Purrsival,Puss,DF,Female,Medium,Earth,57,108,13,14,12,13,14,14,12,78,Lv.99,153,Lv.69,48,Lv.89,48,Lv.99,48,Lv.99,60,Lv.59,42,Lv.69,39,Lv.69,50,Lv.69,76,335,411,Abaddon Drop,Lv.25,Black Magic,Lv.13,Diabolical Cut,Lv.58,Meteor Shower,Lv.29,0xE97
Rune Sigilsson,Rune,FW,Male,Medium,Air,57,103,14,12,12,12,14,12,12,88,Lv.99,138,Lv.69,64,Lv.99,58,Lv.59,56,Lv.69,57,Lv.99,44,Lv.59,47,Lv.69,54,Lv.89,30,380,410,Double Grenade,Lv.32,Grenade Shot,Lv.51,Poison Fog,Lv.35,Meteor Shower,Lv.47,0xE98
Onslow Mastick,Mastick,FW,Male,Small,Fire,60,76,26,24,14,24,12,12,14,122,Lv.89,97,Lv.69,56,Lv.59,54,Lv.59,44,Lv.59,54,Lv.59,45,Lv.69,44,Lv.99,45,Lv.89,90,342,432,Patriot Shot,Lv.22,Tarzan Kick,Lv.19,Double Wrath Shot,Lv.49,Bubble Gum,Lv.15,0xE99
Blowie Armstraw,Armstraw,MF,Male,Medium,Wood,57,58,12,12,24,26,24,13,26,124,Lv.59,96,Lv.69,47,Lv.59,46,Lv.59,54,Lv.59,57,Lv.59,55,Lv.69,44,Lv.69,56,Lv.99,75,359,434,Back Tornado,Lv.34,Spiral Shot,Lv.37,Blade Attack,Lv.14,Power Charge,Lv.60,0xE9A
Paddy Filler,Filler,DF,Male,Medium,Wood,77,76,14,12,13,14,26,12,26,119,Lv.59,99,Lv.69,46,Lv.89,46,Lv.99,44,Lv.89,44,Lv.59,57,Lv.99,47,Lv.89,54,Lv.89,94,338,432,Land Dragon,Lv.47,Coil Turn,Lv.12,Shadow Stitch,Lv.34,Meteor Shower,Lv.25,0xE9B
Avid Peddler,Peddler,FW,Male,Medium,Wood,58,69,25,12,14,13,12,12,13,135,Lv.69,109,Lv.99,54,Lv.99,51,Lv.89,51,Lv.69,53,Lv.59,62,Lv.69,52,Lv.69,49,Lv.89,53,372,425,Dirt Ball,Lv.12,Double Touch,Lv.11,Kangaroo Kick,Lv.33,Astro Gate,Lv.46,0xE9C
Woody Prince,Prince,DF,Male,Medium,Air,57,55,14,14,12,12,13,13,14,107,Lv.69,118,Lv.59,47,Lv.99,56,Lv.89,49,Lv.59,59,Lv.99,48,Lv.89,52,Lv.89,48,Lv.69,64,359,423,Doppelganger,Lv.51,Coil Turn,Lv.12,Emperor Penguin No. 2,Lv.54,Psycho Shot,Lv.48,0xE9D
Demerara Kane,Kane,FW,Male,Large,Air,60,58,23,21,18,22,19,12,14,122,Lv.69,103,Lv.59,63,Lv.59,63,Lv.99,56,Lv.99,67,Lv.59,55,Lv.69,42,Lv.69,42,Lv.59,48,388,436,Tsunami Boost,Lv.61,Freeze Shot,Lv.34,Mole Shuffle,Lv.31,Utter Gutsiness Club,Lv.9,0xE9E
Tiny Jetson,Jetson,FW,Male,Large,Earth,56,55,23,18,20,20,19,13,12,126,Lv.99,91,Lv.59,63,Lv.69,63,Lv.99,56,Lv.59,54,Lv.59,53,Lv.89,43,Lv.59,54,Lv.89,47,386,433,Tarzan Kick,Lv.42,Dirt Ball,Lv.54,Triple Dash,Lv.40,Ghost Pull,Lv.34,0xE9F
Joe Java,Java,MF,Male,Large,Earth,66,71,19,14,19,13,20,20,18,122,Lv.59,94,Lv.59,56,Lv.59,64,Lv.69,54,Lv.59,63,Lv.99,56,Lv.99,51,Lv.69,56,Lv.69,11,400,411,Magic,Lv.10,Sub-Terfuge,Lv.63,Zigzag Flame,Lv.40,Fake Bomber,Lv.33,0xEA0
Wulf Blackbean,Blackb.,DF,Male,Medium,Air,57,67,18,20,20,20,19,13,19,94,Lv.99,124,Lv.59,60,Lv.59,58,Lv.89,59,Lv.69,62,Lv.59,60,Lv.69,43,Lv.59,48,Lv.99,49,390,439,Zigzag Flame,Lv.12,Super Elastico,Lv.50,Flurry Dash,Lv.17,Dirt Ball,Lv.12,0xEA1
Neville Boyle,Boyle,FW,Male,Large,Wood,57,58,23,18,14,13,14,13,12,122,Lv.59,100,Lv.99,62,Lv.69,59,Lv.89,56,Lv.59,53,Lv.69,54,Lv.99,53,Lv.89,55,Lv.89,19,392,411,Wrath Shot,Lv.5,Double Touch,Lv.7,Assault Shot,Lv.35,Inazuma-1 Drop,Lv.60,0xEA2
Ameen Abel,Abel,DF,Male,Medium,Wood,69,67,22,22,23,21,20,19,20,127,Lv.89,93,Lv.59,51,Lv.59,50,Lv.99,48,Lv.89,53,Lv.99,50,Lv.99,60,Lv.69,48,Lv.69,58,360,418,Doppelganger,Lv.17,Double Touch,Lv.18,Bubble Gum,Lv.25,Bewilder Blast,Lv.51,0xEA3
Bombasta Flamboyanzi,Flambo,FW,Female,Medium,Fire,70,59,19,18,20,19,12,12,12,101,Lv.99,120,Lv.99,56,Lv.59,56,Lv.99,57,Lv.69,54,Lv.89,66,Lv.99,57,Lv.69,56,Lv.89,11,402,413,Everyone Move It!,Lv.1,Samba Strike,Lv.69,Heat Tackle,Lv.28,Zigzag Flame,Lv.45,0xEA4
Fada Prendi,Prendi,FW,Female,Medium,Air,66,67,18,20,19,18,18,19,20,98,Lv.89,118,Lv.59,49,Lv.69,51,Lv.69,48,Lv.69,51,Lv.69,53,Lv.69,52,Lv.59,63,Lv.99,51,367,418,Bed Of Roses,Lv.16,Echo Ball,Lv.39,Colosseum Guard,Lv.58,Photon Crash,Lv.14,0xEA5
Bella Baker,Baker,FW,Female,Small,Fire,59,59,14,18,19,18,19,19,19,98,Lv.99,119,Lv.59,66,Lv.99,51,Lv.59,50,Lv.99,52,Lv.89,51,Lv.89,48,Lv.59,50,Lv.89,51,368,419,Grenade Shot,Lv.22,Desert Blast,Lv.34,Warp Drive,Lv.12,Flame Veil,Lv.49,0xEA6
Olivia Palme,Palme,MF,Female,Medium,Earth,70,59,12,13,19,13,20,12,12,106,Lv.59,123,Lv.99,57,Lv.89,65,Lv.69,57,Lv.59,57,Lv.59,54,Lv.99,54,Lv.59,57,Lv.99,11,401,412,Move It!,Lv.1,Monkey Turn,Lv.32,Ghost Pull,Lv.38,Horn Train,Lv.35,0xEA7
Gustav Weathervane,Weather.,DF,Male,Medium,Air,59,70,20,18,23,18,23,20,19,92,Lv.89,132,Lv.89,56,Lv.99,54,Lv.59,60,Lv.59,65,Lv.69,80,Lv.59,40,Lv.59,57,Lv.59,26,412,438,Power Element,Lv.1,Double Cyclone,Lv.32,Dash Storm,Lv.40,Wind God’s Dance,Lv.50,0xEA8
Grover Noggin,Noggin,MF,Male,Small,Wood,68,73,13,18,20,13,18,20,18,102,Lv.59,122,Lv.59,49,Lv.59,71,Lv.99,53,Lv.89,51,Lv.69,65,Lv.89,57,Lv.59,54,Lv.59,36,400,436,Power Element,Lv.1,Dual Pass,Lv.30,Death Zone,Lv.40,Am-Bush,Lv.52,0xEA9
Blazer Firefoot,Firefoot,GK,Male,Medium,Fire,60,68,22,18,18,21,18,18,21,110,Lv.59,118,Lv.89,63,Lv.99,57,Lv.59,56,Lv.59,78,Lv.59,57,Lv.89,39,Lv.99,65,Lv.59,30,415,445,Power Element,Lv.1,Flame Breath,Lv.12,Ignite Steal,Lv.42,Burnout,Lv.55,0xEAA
Adam Montayne,Montayne,FW,Male,Large,Earth,57,67,23,23,13,12,21,13,19,125,Lv.59,104,Lv.59,65,Lv.99,80,Lv.89,39,Lv.89,40,Lv.69,66,Lv.59,42,Lv.99,56,Lv.69,44,388,432,Power Element,Lv.1,Gaia Break,Lv.27,Mole Shuffle,Lv.32,The Mountain,Lv.60,0xEAB
Chauncey Slinka,Slinka,MF,Female,Medium,Wood,49,74,18,20,18,18,20,20,20,88,Lv.99,140,Lv.59,58,Lv.89,63,Lv.99,58,Lv.99,58,Lv.59,58,Lv.59,60,Lv.59,60,Lv.59,10,415,425,Fake Bomber,Lv.8,Meteor Shower,Lv.31,Put Your Back Into It!,Lv.39,Meteor Blade,Lv.59,0xEAC
Leighton Bolt,Bolt,DF,Male,Medium,Air,68,69,21,18,18,20,20,18,20,110,Lv.99,129,Lv.89,60,Lv.69,59,Lv.59,60,Lv.59,65,Lv.59,59,Lv.59,60,Lv.99,58,Lv.59,17,421,438,Megaton Head,Lv.23,Mole Shuffle,Lv.56,Big Moves!,Lv.45,Super Elastico,Lv.51,0xEAD
Lucien Thrope,Howler,GK,Male,Medium,Fire,65,61,16,17,17,17,16,15,15,126,Lv.59,102,Lv.69,48,Lv.99,51,Lv.59,40,Lv.59,57,Lv.59,63,Lv.59,60,Lv.89,51,Lv.59,57,370,427,Beast Fang,Lv.38,Wild Claw,Lv.13,Legendary Wolf,Lv.50,Yo-Yo Ball,Lv.28,0xEAE
Lenton Gouger,Gouger,DF,Male,Small,Fire,60,58,13,14,12,13,12,14,13,103,Lv.89,142,Lv.59,52,Lv.59,49,Lv.59,51,Lv.99,53,Lv.69,52,Lv.59,51,Lv.69,53,Lv.59,72,361,433,Doppelganger,Lv.37,Diabolical Cut,Lv.58,Cyclone,Lv.27,Warp Drive,Lv.32,0xEAF
Titania Khamun,Wraps,MF,Female,Medium,Wood,58,57,14,14,13,12,13,14,12,128,Lv.69,93,Lv.89,48,Lv.59,54,Lv.69,50,Lv.59,50,Lv.59,40,Lv.99,67,Lv.89,39,Lv.69,84,348,432,Comeback Kid,Lv.13,Dash Accelerator,Lv.6,Doppelganger,Lv.33,No Escape,Lv.47,0xEB0
Eveline Veitch,Vicked,MF,Female,Medium,Fire,66,55,18,19,18,20,18,20,12,92,Lv.69,122,Lv.89,50,Lv.89,51,Lv.89,52,Lv.69,51,Lv.89,48,Lv.59,51,Lv.99,63,Lv.59,56,366,422,Magic,Lv.48,Condor Dive,Lv.34,Photon Crash,Lv.30,Boost Glider,Lv.60,0xEB1
Eldritch Priest,Eldritch,GK,Male,Large,Earth,57,105,18,19,15,19,17,12,16,84,Lv.59,140,Lv.89,61,Lv.69,61,Lv.89,58,Lv.99,59,Lv.99,41,Lv.59,61,Lv.99,58,Lv.99,13,399,412,Mistral,Lv.6,Asteroid Belt,Lv.47,Shadow Stitch,Lv.17,Shooting Star,Lv.53,0xEB2
Gene Bulge,Bulge,FW,Male,Medium,Air,68,66,20,19,20,20,19,20,20,122,Lv.59,93,Lv.59,63,Lv.69,48,Lv.59,50,Lv.99,48,Lv.59,50,Lv.59,52,Lv.69,45,Lv.59,73,356,429,Revolution V,Lv.45,Psycho Shot,Lv.13,Racing Flame,Lv.33,Meteor Shower,Lv.31,0xEB3
Candy Reviva,Candy,DF,Female,Medium,Wood,66,66,18,18,20,18,19,20,20,92,Lv.69,129,Lv.69,53,Lv.59,55,Lv.89,53,Lv.99,57,Lv.89,55,Lv.59,48,Lv.59,51,Lv.59,43,372,415,Fake Bomber,Lv.12,Whirlwind Cut,Lv.22,Table-Turner,Lv.38,Aurora Dribble,Lv.47,0xEB4
Pacey Mack,Tinker,GK,Female,Medium,Wood,65,64,15,17,15,16,15,15,17,88,Lv.99,127,Lv.69,50,Lv.59,48,Lv.99,50,Lv.59,48,Lv.69,46,Lv.59,46,Lv.99,56,Lv.99,74,344,418,Shot Pocket,Lv.8,Wormhole,Lv.28,Procyon Net,Lv.42,Meteor Shower,Lv.36,0xEB5
Anil Latikal,Numbers,DF,Male,Medium,Earth,57,55,13,13,14,13,14,13,12,121,Lv.59,101,Lv.59,47,Lv.59,44,Lv.59,44,Lv.59,44,Lv.99,48,Lv.59,48,Lv.89,47,Lv.99,94,322,416,Blade Attack,Lv.40,Ghost Pull,Lv.35,Wrath Shot,Lv.36,Psycho Shot,Lv.54,0xEB6
Indy Ferrante,Glacial,MF,Male,Medium,Air,56,59,14,14,14,14,14,12,14,92,Lv.59,132,Lv.59,51,Lv.89,56,Lv.59,51,Lv.99,48,Lv.59,50,Lv.99,46,Lv.99,62,Lv.69,62,364,426,Heat Tackle,Lv.39,Double Touch,Lv.6,Photon Crash,Lv.22,Dragon Tornado,Lv.35,0xEB7
Stan Tistischen,Statto,FW,Male,Medium,Wood,60,57,12,12,12,14,14,12,12,106,Lv.59,119,Lv.59,54,Lv.69,52,Lv.99,50,Lv.99,52,Lv.59,48,Lv.99,45,Lv.59,58,Lv.99,67,359,426,Perimeter Zone,Lv.39,Mole Fake,Lv.35,Eagle Buster,Lv.45,Quick Draw,Lv.40,0xEB8
Simon Borg,Roboboy,DF,Male,Small,Air,56,57,14,12,13,12,14,12,13,133,Lv.69,103,Lv.89,49,Lv.69,53,Lv.59,53,Lv.89,53,Lv.89,51,Lv.59,48,Lv.89,58,Lv.99,61,365,426,Defence Scan,Lv.19,Attack Scan,Lv.11,Photon Crash,Lv.15,Double Rocket,Lv.23,0xEB9
Clark Phylen,Fax,FW,Male,Medium,Wood,73,72,23,23,23,22,21,21,21,116,Lv.59,98,Lv.69,57,Lv.69,56,Lv.69,56,Lv.89,53,Lv.99,56,Lv.89,45,Lv.99,56,Lv.59,50,379,429,Defence Scan,Lv.7,Dynamite Shot,Lv.23,Mole Fake,Lv.33,Attack Scan,Lv.19,0xEBA
Gram Vineela,Vinyl,MF,Male,Medium,Wood,68,66,20,21,18,19,19,21,22,133,Lv.59,102,Lv.59,54,Lv.69,62,Lv.59,57,Lv.59,55,Lv.69,55,Lv.59,50,Lv.99,62,Lv.59,15,395,410,Mole Fake,Lv.36,Snake Shot,Lv.11,Cosmic Blast,Lv.37,Yo-Yo Ball,Lv.50,0xEBB
Yasser Rightaway,Yesman,GK,Male,Medium,Air,66,67,18,20,20,14,19,12,12,93,Lv.89,124,Lv.59,54,Lv.99,51,Lv.69,57,Lv.89,67,Lv.69,57,Lv.59,53,Lv.59,49,Lv.89,34,388,422,Wood Chopper,Lv.37,Clone Block,Lv.19,Nitro Slap,Lv.33,Desert Blast,Lv.19,0xEBC
Adora Shivers,Shivers,MF,Female,Medium,Air,67,65,18,19,19,20,13,19,18,84,Lv.89,129,Lv.99,46,Lv.59,44,Lv.59,52,Lv.99,48,Lv.99,60,Lv.89,51,Lv.69,51,Lv.59,58,352,410,Teleport Shot,Lv.10,Deceptor Dribble,Lv.30,Northern Impact,Lv.52,Blade Attack,Lv.18,0xEBD
Roland Allardyce,Dicey,FW,Male,Medium,Wood,58,56,19,15,16,17,12,12,13,120,Lv.99,99,Lv.89,59,Lv.59,50,Lv.59,48,Lv.59,49,Lv.89,45,Lv.89,47,Lv.99,48,Lv.89,86,346,432,Dragon Cannon,Lv.39,Mole Fake,Lv.22,Fire Tornado,Lv.55,Bewilder Blast,Lv.38,0xEBE
Lacy Cagney,Cagney,DF,Female,Small,Air,71,73,21,23,21,21,23,23,21,103,Lv.99,120,Lv.69,53,Lv.59,53,Lv.59,56,Lv.69,56,Lv.69,55,Lv.99,53,Lv.89,53,Lv.89,30,379,409,Sleeping Dust,Lv.20,Perimeter Zone,Lv.44,Deceptor Dribble,Lv.24,Security Shot,Lv.48,0xEBF
Justice Gavel,Gavel,DF,Female,Medium,Wood,59,75,13,13,12,12,14,14,14,84,Lv.59,126,Lv.89,49,Lv.59,51,Lv.99,51,Lv.89,51,Lv.69,51,Lv.99,44,Lv.59,48,Lv.69,63,345,408,Coil Turn,Lv.14,Divine Stamp,Lv.43,Meteor Shower,Lv.41,Security Shot,Lv.48,0xEC0
Raleigh Greenstreet,Greenst.,FW,Male,Medium,Air,57,73,13,12,14,14,12,13,19,120,Lv.59,112,Lv.69,64,Lv.89,51,Lv.69,48,Lv.69,51,Lv.59,64,Lv.99,46,Lv.69,56,Lv.69,37,380,417,Twin Boost,Lv.41,Dynamite Shot,Lv.50,Rocket Kobushi,Lv.24,Heavy Mettle,Lv.43,0xEC1
Melody Toontune,Toontune,DF,Female,Medium,Wood,79,57,13,14,13,12,13,12,14,118,Lv.59,123,Lv.69,49,Lv.59,51,Lv.99,48,Lv.59,48,Lv.59,50,Lv.99,58,Lv.99,57,Lv.69,50,361,411,Gladius Arch,Lv.49,Ganymede Ray,Lv.29,Double Touch,Lv.27,Doppelganger,Lv.14,0xEC2
Zip Windrush,Windrush,FW,Male,Medium,Air,63,60,15,16,19,18,20,15,15,108,Lv.89,97,Lv.69,39,Lv.69,77,Lv.59,77,Lv.59,77,Lv.59,62,Lv.99,41,Lv.69,66,Lv.89,29,439,468,Flash Upper,Lv.1,Super Elastico,Lv.28,Odin Sword,Lv.42,Infinite Wall,Lv.55,0xEC3
